hs_class,text
positive,heran gue adalah orang berhijrah pakai jilbab masih ada dinyinyiri yang tidak cocok lah aura tidak keluar lah tidak cantik lah mon maaf kamu kira pakai jilbab kontes kecantikan pakai berbicara aura tidak keluar segala hhhh cebong mana nge i 
negative,john mayer ini suka sarap sarap menggemaskan 
positive,bera i sekarang kamu lagi menyindir dong bangsat kamu 
positive,nama rizieq shihab status tersangka kasus konten pornografi diduga mendukung anies sandi
negative,deklarasi pilihan kepala daerah 2018 aman dan anti hoaks perangkat desa balongtani jabon
positive,wah ini benar foto foto asma dewi yang kata polisi mentransfer tujuh puluh lima juta ke grup saracen ya yang main busuk anies sandi di kepala kepolisian republik indonesia
positive,banyak orang terlanjur kerja agamanya sing koyok ini kok bu neno tidak muncul sih membela yang ditipu kuduuu ikhlas sabar pasrahhh karena sing menipu sesama muslim bego dipelihara cpd 
positive,belajar lah dari negara tetangga vietnam terbukti korupsi hukuman mati pasti pikir itu tikus tikus rakus nya indonesia susilo bambang yudhoyono saja tidak berani ditumpas
positive,iya siapa juga yang bercita cita jadi gadun kak ben sompret dan nya minimal bawa alat v l lah rank masa begitu saja be anya 
positive,bukan raisa pak deh tapi freepo jatuh ke tangan asing jiah
positive,ahok memilih pemimpin berdasarkan agama melanggar konstitusi sebaiknya babi ini di bungkus saja congornya pecah belah umat beragama 
negative,sekali setahun selama ratusan tahun masyarakat adat badui menyerahkan hasil panen seba atau seserahan ke bapa gede yakni bupati lebak dan gubernur banten seba badui 2018
negative,even sudah setiap hari tengok pon still tersenyum kamu re sok cute 
negative,kalau semua pengurus pak ainya di penjara siapa yang jadi dewan perwakilan rakyat mbak ganti saya saja ya p 
positive,pintar ya otaknya onta gue 
negative,haha cinta itu buta sayang xa
positive,intinya tidak usah lah buka buka kolom komentar isinya manusia manusia belum seng tidak isok ngempet hatinya 
positive,aku famili islamic yang kamu itu famili kafir laknat ke bodoh kamu sudah laaa hidup menipu kasihan mak bapak kamu sudah didik dengan adab adab yang kamu agungkan sekali kamu membesar dengan perangai na kamu menipu sana sini bohong sana sini matilanak 
positive,itulah ciri ciri kaum bahlul sumbu pendek alias jahiliah dan bodoh alias goblok bin belum sister biasa orang orang nya ekstremis dan anarkis yang model sepe i itu 
negative,ih asli lah teman teman gue adalah banyak yang begitu sudah tak asing lagi malah 
negative,tapi aku sekarang bersyukur banget sih mereka berdua sudah debut bareng npc juga debut bareng anak yuehua cina di ne harus banyak terima kasih nih sama genting sama justin karena mereka berdua aku jadi suka idol prod dan berakhir jadi budak cintanya koh
positive,ya terus kenapa kok jadi kamu mengatur mengatur instagram cerita orang orang bawel amat jadi cebong 
positive,di rezim ini sekretariat jenderal parai komunis vietnam digelar karpet merah di istana
positive,eh banci teriak kafir kafir kamu saja masih suka coli muncrat kemana mana teriak itu mulu berisik cong dasar mulut banci yahhhh 
positive,yang salah cuma kaum cebong lah situ kaum cebong bukan 
positive,paling juga itu itu lagi yang bikin hoaks tidak jauh bani kampret 
negative,menakutkan pembicaraan mengenai calon presiden ri hanya seputar bagaimana cara menang pemilihan presiden bukan mengenai siapa yang memiliki program pembangunan terbaik pemilihan presiden 2019
negative,orang autis itu biasanya punya kemampuan yang lebih daripada orang normal bot 
positive,jokowi terkenal hanya di kawasan kolam kodok uniform resource locator
positive,ceramah ustad tai onta 
negative,hore hari ini dapat cowok ganteng di azar berondong lokal kontol lokal kontol kontol berondong prank uniform resource locator
negative,tai wkwk menyesal kan kamu 
negative,sama aku asing tidak 
negative,terima kasih ustaz sudah bersuara tentang radikal radikal ini entah apa yang ada dalam pikiran rejim mesjid radikal kampus radikal dosen radikal padahal tempat tersebut pijakan peradaban memangnya mau menghancurkan indonesia 
positive,ini mark yang memilih sih reena matanya lagi picek sebelah apa 
negative,bentar ya aku ingat lagi dia agak sipit begitu ya terus rambutnya cepak hampir gundul begitu wajahnya oval sudah begitu yang aku ingat wajahnya blur di ingatanku 
positive,ingat tidak dengan demo teroris botak myanmar arah nya mau turunkan jokowi
positive,kamu memang cacat 
negative,ada yang mau kirim foto kontol tidak nih sange chat sex 
negative,kan sudah di kiriman kontol aku foto memek km mana 
positive,pemerintahan jokowi yang diktaktor dan otoriter ini terbukti telah memakai tangan komisi pemberantasan korupsi untuk mengkriminalisasi lawan lawan politik
negative,jadi memang cara cara pilihan kepala daerah daerah khusus ibu kota digunakan di jawa tengah
positive,ayat ayat yang dingajikan rampasan halal perangi bunuh penggal kafir cocok cocok penis semuanya merusak bangsa
negative,takut gendut iya dan tidak ada co yang lirik ya begitu lah cowok kalau punya pasangan pun belum tentu bisa menggodai cewek lain ya beda kalau a is sama a is pasangannya kalau a is sama pasangan biasa ya beda lagi gayanya
positive,cebong sana sini cari simpatisan dan popularitas 
negative,pilihan kepala daerah 2018 indonesia kampanye beradab tanpa caci maki dan fitnah viralkan viral
positive,bacalah muhammad mencatut nama tuhan untuk perbuatan setan bung fahri
positive,ternyata setelah dipikir dan disaring sama sari wangi teh kantong bundar kamu kayak ampas teh bisanya cuma menyisakan gatal di tenggorokan dan tidak bisa bikin adem tenggorokan 
positive,11 gb raib dicuri oleh penyedianya sendiri kan kampret 
negative,percayalah pada setan yang terkutuk karena benarlah kami jahat dan tugas kami memang begitu tapi jangan selalu menyalahkan kami jika kalian berbuat salah 
negative,tidak bisa itu kata siapa mas macam tra pernah lihat bule saja di papua dan cuma ya ada prosedur lah yang harus dipatuhi kalau itu ditaati boleh boleh saja beberapa hai lalu saja sa lihat asing di j
negative,galau iya nih habis diputus pacar gue dong tidak pernah diputus hebat apa rahasianya tidak pernah pacaran bagaimana diputus anjing 
negative,antek antek umak nya biar apa begitu begituan teh 
negative,dan bibirmu masih bilang negara dijual ke asing dan segera ambil wudhu dik nanti bisa gila 
positive,muhammad fahmi kok di friend list kalian ada orang goblok amp fanatik buta tidak barakat ya saudara kalau saya menemukan orang kayak begitu auto removed 
negative,skip saja ya bikin mata gue makin sipit 
negative,jam segini waktunya banci mangkal tau 
negative,edan begini mainnya pengaruh lord atep dimainkan melendot begini 
positive,indonesia sekarang lagi menerjemahkan keinginan cina 
negative,lagi mencari tuyul unn kakak perempuan lagi apa 
negative,potong onta sepuluh cukup tidak 
negative,edan sih markli ku jadi senyum senyum sendiri melihat handphone 
negative,tetangga kiri rumah meninggal malam ini kebaktian teras rumah dipakai pasang tenda juga di depan yang pasang tenda juga pak haji musala yang ribet malah tetangga sebelah kanan eh itu kan kristen xf
negative,golongan muda yang tak merasa zaman rejim mahathir lebih 15 tahun dahulu 
negative,modal cocot doang juga bisa saya mas 
positive,prabowo yang memaksakan diri sama pendukung pendukung fanatiknya dikiranya opsi presiden cuma prabowo doang kali
negative,rlt saran dong aku dapat tugas dari dosen tentang toleransi beragama dalam pilihan kepala daerah menurut kitab suci bantu guys 
negative,ini emot apaan kunyuk uniform resource locator
positive,mau diejek anjing ya uniform resource locator
negative,demi saksi bisu diantara kita dulu aku tak pernah mau menjadikannya abu 
negative,baru baca sarap kali 
negative,ketikannya ganteng tidak banci jago sedikit dong 
negative,kakya slow udik nya kelak tunggu hau haha 
negative,uniform resource locator lt pacar lesbi bokep remaja porno 
positive,jika tidak bisa membangun kabinet yang mampu meningkatkan daya beli maka lengserkan 
negative,keren ini wakil gubernur yang pro difabel colek
positive,baca deh qs al al al maidah 48 al qur an adalah kitab suci terakhir dari semua kitab kitab suci yang pernah allah turunkan yang mana al qur an menjadi kiblat semua kitab kitab suci sebelumnya jadi secara logika rg sudah menistakan agama islam 
negative,alhamdulillah semenjak pak jokowi jadi presiden sudah banyak jalan tol yang dibangun contohnya jalan tol trans kalimantan dan jalan tol di sulawesi tengah jalan tol di kedua daerah ini pintu gerbangnya sengaja dibuat sama bahwa itu hasil karya jokowi tapi kok mirip
positive,be engkar lagi nih apalah gue yang multi fandom tapi benci sama fan yang terlalu membangga banggakan idolanya wkwk bahkan gue juga benci sama beberapa carat yang notabenenya selalu pamer eh ini lah seventeen bla bla bla tai kucing dan no h sumatra offshore kalau memang disenyapkan ya
negative,ketua umum kapan menyatakan dirinya siap maju sebagai calon presiden republik indonesia pada pemilihan presiden 2019 
negative,kenapa tidak sekalian saja ada islam nusantara kristen katolik nusantara kristen protestan nusantara hindu nusantara buddha nusantara dan agama lain di indonesia ada nusantara nya jadi kan negara kesatuan republik indonesia banget begitu lah 
negative,tadi i confused gila bila instruktur tiba tiba bual in cina to me aku step mne nya phm uh cing cong ling long ding dong 
negative,protestan dari amerika katolik dari roma begitukah ada yang bisa jawab karena sepengetahuan saya tidak sepe i itu 
negative,betul yang tidak suka agama dalam politik itu tidak salah suka makan babi minum minuman keras dan memilih pemimpin nasrani dan yahudi jadi pemimpin dan surat perintah penghentian penyidikan keluar karena tidak terbukti zina nya yang ditinggal zina 7 tahun terbukti
positive,yang paling mirisnya mereka itu cowok be iga anjing anjing anjing anjing anjing cowok lah sanggup ya mulutnya merumpi terus tidak bisa diam kayak congor bebek sampai film nya habis anjiiirr kesal ke ubun ubun sudah ketahan dalam hati karena pasti tidak enak juga ikutan emosi apalah
positive,amit amit sudah dower burik keriput diposting anjing juga ogah melihatnya jijik 
negative,
negative,ini masih cacat banget mengeditnya lah tapi terima kasih ya huhu 
negative,tiada rotan akarpun jadi tiada pergantian presiden pergantian calon presiden pun jadi 
negative,bom djia 
positive,haha antek asing kamu pikir kamu bisa kayak dengan memisahkan diri dari indonesia jadi antek pengeruk bumi iya kamu adalah paling dianggap jongos dasar mental penjilat kamu pada 
positive,status dukung gerakan matikan lilin untuk ahok gubernur sebut akun facebook di hack uniform resource locator
positive,satu persatu antek orde baru muncul kepermukaan pedih memang tidak bisa lagi korupsi berjemaah surat pemberitahuan tahunan jaman suha o dan susilo bambang yudhoyono 
negative,kedua alis terangkat samar ia tampak asing atas bahasa yang kamu gunakan dan dan oke ia membalas berganti dengan bahasa inggris yang dikata merupakan bahasa universal 
positive,cina pasrahan becek suka teriak suka ngewe sering juga dapat yang squi 
negative,aku akan kembali ke regim diet ala ala komunis aku 
positive,lebih tidak percaya lagi kepada keislaman presiden fiksi
positive,banteng lebih ngeri lagi bung sarangnya komunis 
negative,bagi sembako dan bagi se ifikat saja sudah diambil alih sama pak joko masa dikasih pekerjaan yang lebih penting malah mau lempar lagi ke gubernur
negative,akhirnya kena bacot lagi 
positive,usir cina dari negara kesatuan republik indonesia warga negara indonesia keturunan cina diskrining dulu
negative,perbanyak bersyukur saja syukuran tidak dikasih cacat yang terlalu aku insecure tapi hasilnya minder malah lihat yang lebih cantik kok kamu malah kesal 
negative,makin tua makin tidak berjiwa miskin kata miskin kalimat sampai sampai melukai perasaan para alim menarilah di atas puisimu yang dibisikkan oleh iblis laknatullah yang sudah melekat pada jiwamu jika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab allah subhanahu wa taala 
negative,kristen nusantara wah malah bisa disebut kristen provinsi huria kristen batak protestan gereja batak sama protestan gereja kristen protestan simalungun contoh dari sumatra utara gereja kristen jawa gereja kristen protestan dari jawa masih banyak lagi malah haha pakai doa bahasa masing masing sama unsur budaya masing masing bisa di masukan haha 
negative,cnn indonesia presiden jokowi mencoret 14 proyek dari daftar setelah memutuskan ingin lebih realistis mengejar pembangunan proyek strategis nasional proyek apa saja yang dihilangkan 
negative,berita lokal untuk yang tinggal di margonda dan sekitarnya dan ditemukan tas mencurigakan di barel diduga berisi bom jalan ditutup dan komentar teman gue apa mengebom barel isinya juga anak indekos yang makan mie instan semua dan for your information dia kesal soa
positive,jijik mentalitas sunda sip tidak club tidak pendukung kunyuk semua uniform resource locator
positive,myanmar kafir buddha teroris
negative,apa vin bagaimana bagaimana mata gue budek tidak bisa baca 
positive,ganyang pak ai komunis indonesia
positive,ini media milik cina itu ya usir saja biang perpecahan 
negative,3 ya aku seorang katolik sejak kecil tidak ada alasannya mungkin karena orang tua 
positive,video mujahidin menyerang pasukan teroris buddha di myanmar uniform resource locator
negative,kristen santai saja prof dari timur sampai barat namanya beda beda menyesuaikan tiap daerah termasuk tata cara beribadah nya tetapi masalah keyakinan semua sama kristen nusantara 
negative,jadi penasaran proses dia menulis teknik dia menulis itu sepe i apa kenapa dia bisa begitu mudahnya bikin narasi deskripsi yang bajingan metode dia riset itu yang bagaimana aduh sudahlah pokoknya 
positive,bodoh dasar noob lah ramos nih jijik 
positive,sekarang kalian lihat sendiri bagaimana rezim ini ingin menjual semua aset bangsa lengserkan jokowi garuda bangkrut
negative,bagaimana dengan hadis yang mengatakan bahwasanya rasulullah pernah membeli sebagian makanan dari orang yahudi dengan cara hutang ditunda dan menggadaikan perisai nya 
negative,mari diborong diborong dihabiskan untuk membantu fakir dan umat yang dimiskinkan pengetahuannya oleh yang mengakuinya ulama diborong diborong diborong 
